text,language,label
在今年的国庆节我去国家道具观看了京剧白色段粉丝白色段的演出针对之前的老居葛进行了调整在创策和取掉上有所修改并且加入了更多现代化的东光和五美加入了更多全演全舞的环节使之间的工业工业过去本次演出的本次演出是有许多住民演员和优秀青演员参演演出现场做无需息气氛也是非常热烈演员的一招一会儿都透过独特的运类和独特的美感观众们的掌声荒呼声也是刺激比赋整个机场都是羊一者欢乐的气氛但是在过程当中也出现了一点小意外在水斗的打露系中白苏真的演员可能是太紧张了出了一点小意外强调然后中场演出我还是觉得有一些遗憾就是没有听到我最喜欢的唱歌我后来进去查了一下因为这次演出对于唱歌有所调整所以就将那一段节线改变并且也是非常遗憾这点足它是你手机掉了之前的一些场词比如最后走合播我那也是希望以后能看到更全的白色段期待下次的演唱,Chinese,0
"那是初三的一個冬天,寒風思義的在窗外怒號防護整個世界都被動成了冰冷的模樣每當我踏出教室,刺骨的寒藝就像無情的利任刺入雞膚讓人無法呼吸即使外面是那樣的寒冷,陽光依然玩皮的透骨窗戶撒金教室,競竟地鋪滿了可桌光線溫柔而散亂,防腐是一位溫暖的朋友在寒冷冬日里清清浮磨著我們的內心帶來一絲絲寧靜與安慰整上午我們埋頭在客本宇作業中,筆間在作業本上飛鎖月動防腐時間也隨時敲敲流走,我們完全沒有差距窗外那寒冷冬日正敲敲運樣的一場驚喜,在我們的世界裡,只有黑板上的知識點和緊張的腐襲而心中依然沒有了其他空間,那時我們不知道生活的美好時光總是在不經意見降臨到了下午,邪陽見解熄寫,天色主業暗淡灰蒙蒙天物防腐也在即將而,為即將發生的事做著浴室突然雪花四億的飛鵡,最初那些雪花如清營般的羽毛,緩緩下落似乎是天空中最溫柔的祝福,經濟的雪花遇見秘籍防腐無數的小精靈在天空中歡快的舞蹈,隨著風旋律,旗舞旋轉清清飄落到地面每一片雪花,都是大自然的失航失形,都是冬日的一模柔情我不由自主的放下手中的筆,你往窗外的雪景那一刻我的心突然變得一場靈靜,所有的學習壓力和作業的煩惱都在這一刻煙消暈散,隔著玻璃我似乎能聞到雪花的清香,那是一種徹底淨化心靈的清香雪花敲無聲氣的覆蓋了一切,敲敲到血,我內心的服藏讓我悠感到一人久為的輕鬆與愈隨著雪越下越大,笑園內的樹木操場甚至屋顏都被蓋上一層薄薄的白雪整個世界防腐批上了一層結白的沙衣,柔和而安靜空氣充迷慢著雪的氣息,一切都變得格外清晰,格外靈靜那一刻我忍不住開始幻想,下課後我將在草地上四一年奔跑腳踩著鬆軟的積雪上發出隔著隔著雷聲響那種無憂無力的快樂,像陽光一樣,屈散了心中所有的陰霉我們向一群失去激烈的孩子,曾經來這雪白的世界裡直到天色暗淡下來回憶其那些飄飄的雪花,我依舊能感受到那份放下所有的煩惱的輕鬆離許願那一天,像是為我吸泥內心的沉淡帶來了無盡的歡樂和溫暖生活中美好往往就在我們不經意間,敲敲降明",Chinese,1
"It was an autumn of julum. I returned to my childhood town to Sima Grand Lala, whom I hadn't lived in years. The town was lively and the same yet it felt both familiar and night. The streets, the cooler cafe and the row of houses along the main road were all still there, but quite a and the slower than my memories. Following the path of old, I saw rich nightwear manless house. I paused before looking and with the door opened, there was my grandmother. We're hard to tightly. I'm hand-h to wrinkles in her face and the spring colds graze through her hair. But her walls and the lumb remind unchanged. Inside the living room's mount of her cooking, a door with family photos and my child had taught. Everything seemed really unhatched by time, though the room seemed smaller. Where it threw together and the childhood about reason life after eight. But as hand-h has, our conversation turned a little heavier. My grandmother studied talking about the friends she had lost and the good times from the past. I could feel deep sadness because I realised how much time had taken away from us. Even though we tried to stay positive, there was a denying of all sense of loss hanging in the air. Where it was time for me to leave, I had the mix of emotions for the past and uncertainty about the future. A hairdresser my grandmother's hand tied to me and promised her I would come back to visit more often that day and learn that even though time takes so much from us, love and memories are forever.",English,0
"A week ago, I went on a hiking trip to the mountain with my friends. We just decided that last night we packed our bags with all the essentials like clothes and shoes and something we need to eat and drink. The hike was so challenging but rewarding. We paid a lot of effort to go on the peak. However, we enjoyed the breathtaking views and valley below. At the top, we also watched the sunset, the finesse of accomplishment. Next day, we explored the surrounding... surrounding... ...most and enjoyed meals with my friends.",English,1
"2021年的時候,去了陳多,這次旅行真的是特別難忘因為陳多是一座非常有火力,又有文化第一名的城市然後他整體的風味分為是非常優勢我一下子就外上,最讓我印象深刻的時候當地露,就是特別的理由好然後讓整個旅程都非常愉快,也能看多於助人當然陳多的話,一邊的廠超,四川美食像我們到時候就去了很多的小餐廳,過邊餐印象最深刻的肥臀是火鍋,外長外長的肉麻婆豆花,單單麵,都特別好吃但是太辣了,又是回來了的肚子這次旅行中最難忘的一站是那個陳多的大小貓,反應免做日曆機梯那些大飯大小貓,很豬子,晚上真的是很可愛,都手不得離開出四隻外娃,買出了那個很寬帶,像有很多的老實建築然後還長了一些長通小吃麻的點,特色的晶品我覺得最讓我印象深刻的也是讓我最喜歡的,陳多的地方就是它優顯的生活節奏,雖然是一個大城市但是沒有那種充亡的感覺,像上海背景不像這種一線城市一樣,在它也很繁華然後它一些美食,一些豐富的文化讓這些這次旅行特別有意義我真的希望有可能夠再去一次陳多而且我認為陳多是一個非常一屆的城市有可能可以考慮一下在陳多養貓反正給人有些很好的體驗",Chinese,0
"在2018年的首家,我剛剛從初中畢業。於是我和母妻一同踏上了相亡已久的英國之母。在出發前,我通過唐敦莊園皇官維多利亞女王等應聚,對英國的歷史和文化有了初步的了解和濃厚的信息。這些聚集讓我對英國的規則生活往事歷史,和維多利亞時代的徽皇有了直觀的感受。我們那旅程從倫敦開始,這個城市一起豐富的歷史以及和文化分為要文明。儘管我們到達時,大本中正在維修未能一堵棄全貿,但這並沒有減少我們對這個城市的熱愛。我們在倫敦的街頭漫步,感受著這座城市獨特的魅力,重做游輪在太武士和上皇晚清醒。倫敦的風光如同一夫婦流動的話劫,讓人目不下街。我們參觀歷史悠久的皇家海軍學院,判訪了格林尼之天文台,還參觀了聖寶羅大教堂和威斯米斯特大教堂。這些建築的紅衛與金質讓我們對英國的宗教和建築藝術有了更深的認識。輪輪的天氣,晴天很難一見,大多數都是會悶悶的陰天,偶爾還會下起喬語,但這並沒有影響我們的遊覽性質,反而宗天了一份英文風情,與中文倫敦有著別樣浪漫和失意,我們稱之散,穿梭在古老的街道上,彷彿自己也成為了那些音樂中的意願。在倫敦的行程結束後,我們又前往了蘇蘭的首富艾丁寶,這個城市一起古老的城寶,宅宅的街道和夫婦的文化活動而文明,在艾丁寶我們彷彿穿越回了朱世吉,感受到了蘇格蘭的歷史和文化,我們參觀了艾丁寶城寶,了解了蘇格蘭的往事歷史,還悶不在皇家陰里大道上,感受著這座城市的火力與魅力,這次英國之旅不僅讓我親身體驗英國的歷史和文化,也讓我對這個世界有了更深的理解和認識,沒做城市,沒做建築,沒要街道都存在著故事,講述著歷史,這些經歷如同寶貴的財富,會永遠珍藏在我的記憶中。",Chinese,1
"Few years ago, I visited London with a group of friends. While exploring the city, we stumbled up in a narrow alley lined with all brick walls and Ivey covered arches. At the very end of the alley was a small, almost-hiden bookstore. It's wooden sign, barely legible, from where? Read the silent page. Curiously got the better of me and I stepped it inside the store with dimly lit with shelves that stretched to the ceiling, penned with books of every size and age. The scent of aged paper and wood polish filled the air. As I posted the A-aseless, my eyes were drawn to the killer book, like flat-town high shelf. Unlike the others, I had no title or markings, just a plain, weathered, let me cover. I carefully put it down and opened it. Inside, I found pages filled with handwritten notes in an elegant cursive script. The writing seemed to describe a journey through extraordinary places, the city of eternal highlight and the valley of visbers. This description was vivid, as though the writer had truly been there. As I stood there reading, an elderly woman emerged from behind the killer. Her silver hair was tied back neatly and her pink blue eyes seemed to see right through me. She approached with a warm smile and said, that book has been waiting for you. Her words startled me and I laughed nervously, but seeing when she was joking, but she continued. It's just a reader, you must take it. I hesitated when I asked how much the book cost. She simply waved her hand and said, it's righty yours. Be well-dored but intrigued. I liked the story with the book in hands. Later, I tried to find information about the places mentioned in the text, but my searchers came up empty, even now. The book sits on my shelf. It's this untold. Sometimes I wonder if that bookstore and the mysterious woman were even real.",English,0
"Looking back at my childhood travel, I came to Tibet in the early 12th, where I was in force with this old son. As well as the most magical experience, it was my first time traveling to such a unique state. And even now almost a year later, the memory reminded me my mind. I remember how my dad came running me to a slow, because of the altitude. So of course, the energetic fast-quick. I barely listen until I actually felt the same, making me sad, easy. Mom was constantly making me drink water and watching me like a funk. To our innocence of altitude six minutes. Somehow, the death's personalized made other things feel more adventure. Luckily, we were at the floor on a special mission. The local food was accompanied with a relation to my young past thoughts. I can still remember my first date of age. It was nothing like a fact. At first, I went to my north to the UNIX study, such as Tibet. But by the end of our trip, I was actually asking for more. The island barely was everywhere, in bridge, lakes, and even things. So, altitude is made of walls, quite initially, because of the trees, but enough loving cookies so much. That we bought several cookies home. The last date was three weeks with taking even some minus years of self. The most beautiful weather, colorful, clear, black, late in the winter. And the snow-covered mountains, dancing to treasure clothes. So this is also like stepping into a different world. I remember seeing me as my parents, watching the special times of mountains, in cities of gold and the purple. We were like, we were on top of the world. We made this memory, but truly special now is how it shifts my understanding of culture that was the essential young age. It's amazing how the parents from our childhood continued to express our perspective as they grew older. And so, I remember seeing the first time I was in the world, I remember seeing the first time I was in the world, I remember seeing the first time I was in the world, I remember seeing the first time I was in the world, I remember seeing the first time I was in the world,",English,1
我們去年冬天我有一次機會去拜訪我一直想見但是從來沒有見過的祖父當時我就是完成了一場重要的考試然後心情非常非常愉悅所以我的爸決定就是帶我回到他們的家鄉就是在一個雲南大山深附到達村莊的時候就是已經很晚了但是空中就是一股很好聞的機會但是村裡就是沒有燈光但是當我抬頭的時候夜空中的清醒就是非常的亮爺爺在門口等待我們他是一個非常可愛的人他的穿著非常的普速臉上帶著笑容他是第一次見到我他是非常仔細的看著我說我小時候長得和爸爸長得一模一樣我們第二天早上爺爺帶我去了村子後面的小山坡他指著一顆樹是他年輕的時候種下的這顆樹現在已經非常的高我摸著這個出幹粗糙的粗糙的外皮也聽爺爺講出他年輕的時候故事那時候他就是在田間老座還有和我的奶奶認識到美好回憶以及他們是如何把我的父親養大的這些故事就是把我帶回了那個遙遠的時候雖然我的村子裡面只帶了三天但這些日子給我留下了深刻的印象我覺得我就是更加的了解了爺爺也從更加了解父母成長的背景離開的時候也把他的一塊真藏的表送給我說這是我們家族的傳誠物希望我能好好保管,Chinese,0
"在初三的屬家我終於實現了自己的心願,去了日本旅行這次旅行讓我真實到了一個旗線來用充滿傳統文化氣息的國家每一天都讓我感到興奮和滿足第一天我來到了800的環球英雄這個地方總是在我的計劃心甘中當我進入延遲的哈克里波特訓事整個人都激動得快跳起來了另一種紅衛撞翻的過德國自尘寶此刻真真實實的處理在我眼前那種感覺僅僅是難以置信我走在小路上,彷彿真的進入了我把世界連周圍的空氣都好像變得有磨力接著我去了小黃人吃這裡有一個非常有趣的VR體驗項目在遊玩過程中,我覺得自己好像在天上分享穿鎖與各種場景之中但實際上我只是坐在原地這個項目讓我充分感受到了科技的美影激惹顯又好玩晚上我非常幸運地感受了一場花火大會音樂花在夜空中站訪,五光十色但隨著打燒花火,這首音樂整個夜晚的仿佛都被抵量了音樂的美麗讓我歌聲感慨這一刻的景色將永遠音客載我的記憶中第二天我帶到了耐陽公園這是一個住民的景點人質裡有許多小路他們完全不怕人的城市不遇主中靠近你我買了一些路線被喂他們這些可愛的小家路為重要溫柔地看著手中的食物能夠與這些動物平均一堅守然後感受到人力自然的核心別讓我這一天充滿了溫柔之後我吃過富士山在通往山角的路上我們經過了住民的音樂公路車輪念國路面時竟然真的走向一手美鳥的玄瑞這種奇妙的設計讓我大開眼界在富士山角下我拍了一張羅森麵麗店與富士山統框的照片這是這趟旅行中特別有紀念意義的一刻第三天我採管了大阪城公園感受到的歷史的厚重感還去了一趟天皇居住的宮殿最後一天我來到的河濱中華城看到中國的傳統文化在日本也受到熱點翻譯心中滿是自豪和感動這趟日本之餘讓我受過了十多美好的回憶也讓我更加期待下一次的微信我希望有機會再次一次繼續探索這個美麗的活動",Chinese,1
"In 2022, I veiled him at Grigrand Father for the first time. He lived in a small, quiet village, surrounded by green hills and fields. Despite being over an IT-year-old, he was still remarkably sharp and full of energy. I had heard many stories about him from my family, but meeting him in person felt like a connection to a new chapter of my heritage. As we said, he has living room. Drinking tea he had prepared. I asked him about my grandfather's childhood. His face lit up with a wolf's mouth as he began to recall the past. Your grandfather was a naughty boy, he said. Drinking tea. But he had a heart of gold. I remember one time when he was about seven years old. He tried to help me plunge rice in the field. Instead of planting the seedlings in the right place, he scattered them all over the place. When I asked him what he was doing, he told me he wanted the rice plants to be free to grow wherever they liked. We both laughed at the photo of my young grandfather running around the field. Completely unaware of the chores he was causing. My grief grandfather then told me about the time when my grandfather sipped a small dog. He found a share of a ring in the ring one day and brought it home, hiding it in his room because he thought I wouldn't let him keep it. When I discovered it, he begged me to let a dog stay, promising he would take care of it. I couldn't say no to his determination. During these stories, I killed as though I was meeting a different person of my grandfather. One boy who was playful, can't and full of dream. My great grandfather's eyes sparked as he spoke, his voice carrying the weight of love and pride. That day, I learned so much more than just a few stories. I gained a different understanding of my family's values and history. It was a video that left lasting impression on my heart. And I promised myself to cherish the story and wisdom passed down through generations.",English,0
"Last summer, I had to visit my childhood home for the last time before it was done. The house which had always been a place of comfort and memories, now empty. As I walked through the room, it seemed to equal with the laughter and the events that had shaped my life. I stood in the living room, remembering the family dinners and gardens that once felt it was warm. The familiar stimuli of old furniture and the bricking of the floor, every scene rushing back. The hardest part was going into my old bedroom. It looks different now. I am the old thing I had feared it was over the years. I walked through the wooden floor where I had a child. I had covered my name with a small knife. I hadn't thought about it in years. But as I run my finger over the groove, I feared a deep dance of nothing. It was like a thing put by a part of myself. After work, I went out to the garden. It was there. I spent countless hours playing as a child. I couldn't live without taking something with me. I picked up a small rock from the ground, a sink or a kitchen. But it felt like taking a piece of the place with me. I split it into my pockets, knowing it might remind me of the house. When I got no longer return, it was a deeply emotional day. As I locked the door behind me for the last time, I realized it was closing the chapter on an important part of my life. The house had shared two artworks, and leaving it felt like leaving behind a piece of my childhood. It wasn't just a house, but it was the memory. The people and the mountains that had made it home. I think it was better that I had imagined, but I know it was time to let go.",English,1
在去年10月的時候我接到了公司的一個要求讓我去航舟出差這次出差非常的順利所以我的工作提前完成了讓我有了一個自由支配的下午所以我零視決定自己一個人去吸壺一邊走走欣賞一下航舟著名的經典和秋季的風光在那裡我碰到一位正在拍照的老爺爺舉著一個很大的單反相機對著吸壺拍來拍去後面他似乎有點體力不知於是請問我他是否能夠主導我的幫助所以我幫助他完成了最後一組照片的拍攝我們聊了一混天得知他是本地退休的王修復專家所以他主動帶我去參觀了一些有課不常去的角落給我講解這些不知名的角落所隱藏的歷史的痕跡隱藏的歷史的故事他跟我分享了非常非常多關於西湖的點故在段桥邊我們一起看到了最美的日落最後我們還一起去接避的小攤上和一杯經典的龍警察最後大家交換的聯繫方式經過這次的旅行我了解了杭州一些過去的不為人知的故事從另一個角度見證了杭州這樣一個古老而美麗的城市也算是與杭州與西湖一次驚喜不氣而語但又未後的要讓懷念的思義好吧,Chinese,0
小学四年级的时候我和我的妈妈还有她的一个好朋友一起去排了泰山当时我很小因为我不知道泰山有多高以及路上会遇到什么样的困难所以我还是跟着去了但是如果放到盛在的话我大概就不会选择去排山了因为泰山对我来说真的有点太累了反正那个时候我演着观演的上路前行我真的是累得器权续续续的但是他们所有人就一直在说在排一小段就到点了反正就一直被骗的就爬了上去然后爬这个时候路边那些卖眼料卖烤肠的其实我记不清还有没有烤肠了反正就是卖一些吃的都很贵所以我们当时好像还是自己背了一些水这就更累了不过泰山比较有意思的是路上的那些风景还不错从高处往下看一大片全都是旅游游的真的会让人心情变得很好不过还有一点就是从高处往下看的时候我印象特别深的是有一小段它那个台阶实在是有点太抖了我当时还挺害怕的反正我约得是直接坐在那个台阶上是往后靠着坐着的因为我很害怕掉下去不过总体来说我们当时爬到顶的时候已经是晚上了我们还买了很厚的那种免衣不过我觉得它很脏当时好像还稍微住了一晚上吧准备转天早上起来看日出我就记得那个时候特别特别冷而且日出其实好像也没有看到印象里好像全都是被云给挡住了不过总体来说还是挺有意思的撒山的时候就没有那么累了但是撒山会有一点害怕真的很害怕掉下去反正一路说说笑笑的最后台阵也是全都爬下来了,Chinese,1
"In the summer of early mid-June, I had the operational to visit San Francisco, a city known for its culture and a sunny national beauty. It was my first time in California and I was eager to explore everything that the city had to offer. I arrived in San Francisco on a sunny morning and the first thing that struck me was an unknown gate bird, touring over the bed with an orange color. I decided to start my trip by taking a walk across the bridge. The wind has a breeze, but the view was breathtaking. As I worked, I could see the view of the crossing against the point of the bridge and the city's skyline sketching out behind me. After crossing the bridge, I made my way to free-fishing my work from one of the most popular tourist spots in the city. The air was flushing with activity, feeling with streets, performers, visitors, zeling fresh seafood and tourists from all over the world. I spotted an awesome, an entire restaurant called Fraulunch. The moon was full of traditional Thailand dishes and I decided to try the homemade pizza with a side of garlic bread. The food was delicious and the warm, inviting atmosphere of the restaurant made me feel right at home. The journey to San Francisco not only allowed me to express the city rich history and diverse culture, but also gave me a deeper impression for the beauty and the warmth of the people I made along the way. Despite the small during of my visit, it left inside blind mark on my heart and I look forward to the day when I can return and explore more of the city.",English,0
"Last summer, I waited in a small island with my friends and it turned out to be one of the most exciting trips I've ever had. The island was known for its crystal clear waters and vibrant coral reefs. But what exactly caught our attention was the cliff jumping spots and locals recommended and always be a little afraid of highs. But my friends, in this city, it will be an unforgettable experience. We arrived, this place was even more stunning than I had imagined. The cliffs rose high above the tour water. I usually even see those small boats up in the distance. The air was warm and the sound of waves crashing against rocks added to the excitement. A group of locals were already there, you know. Cherry and diving gracefully into the sea below. At first, I had it. Standing at the age of the cliff, I felt my legs for shaking, you know. The hind looked much greater than I had imagined and the song of jumping was terrifying. But my friends encouraged me. They told me that I'd regret if I didn't try. One of them even went first, yelling with joy as they splashed into the water. Their excitement was so crazy, you know. And I finally decided to go for it, I closed my eyes and took a deep risk that I jumped. The moment I felt at age, my fear turned into pure sighting. The wind rushed past me and for a few seconds it felt like I was flying. When it watered, it was cold and refreshing. And I surfaced to the sound of cheers from my friends. I couldn't stop laughing. I feel so alive, so free. And after that first job, I couldn't get enough. We spent the rest of the afternoon taking turns diving into a water and exploring the nearby local roofs. By the time the sun began to shine, the leaves were better in golden light and we all agreed it was one of the most best days of our lives ever.",English,1
上个假期我去了塞班导旅游那确实是一个让人流联望反的地方为了这次塞班导之前我们提前做了不少功课在塞班导的活动非常丰富最新我的就是潜水和聪明探线第一天我们来到了军舰导我报名参加了一个浮潜之旅首先我们做快艇抵达到岛上换上了浮潜设备跟着潜水教练一起潜入的水中水下的世界真是让人暂摊不已各种塞班导的雨在山湖寵中穿梭导游还特地带我们去了一个海规级的地方看到海规在水中优雅的游动这些都是我从来没见过的场景接下来的一天我去了聪明探线塞班导的热带雨林充满了神秘感我和领头人选择了一条蓝洞的路线这条路线穿过冒灭的森林一路上能看到许多当地特有的植物和鳥类在这条路线前进的时候我们站在先压边浮看能看到海水冲击掩饰特形成的天然动学蓝色的海水在阳光下闪着迷人的光芒熟失让人惊态在塞班导不能错过的还有他的美食导上有许多融合了当地的美国风位的料理我特别喜欢当地的椰子线餐厅的老板还叫我们如何正确的吃这种大型的螃蟹螃蟹泄肉鲜嫩多纸配上当地特色的占料味道别有一番风味在最后一天我还体验了塞班导著名的日落来到导上的最高点扭倒观景台等待着太阳细神坐在旋压边看着太阳慢慢落入海平线心中充满了凝静和满足这次塞班导之力让我领略到了大自然的规律和丰富的文化体验我离开它时正有些不舍希望我还有机会再次来到这个美丽的导语,Chinese,0
那是一個陽光明媚的周步我決定去白反我的好朋友立明他住在橙色另一段是一個我很少去的地方我們已經有好幾個月沒有見面了所以這次白反對我來說意義重大我提前一天就規劃好了路線卻不會做過任何重要的交通信息清晨我穿上了最喜歡的藍色橙山戴上了一些自治的餅乾作為禮物這都是李明最喜歡的出門前我還特意檢查了聽訊息保卻把不會遇到突出起來的暴雨乘坐地鐵我窗色在橙色脈絡中而便是車廂裡人們的低雨和列車道轟明升我的心情及興奮又緊張前面就我們重噴的場景地鐵穿過碎島陽光透過窗戶撒在我的臉上溫暖舒適終於我到達目擊地我走過地鐵站以前是一條彎沿的小路兩旁種滿了浴衝通的樹木我沿著小路走去感受著微風浮過臉旁帶來的原廚花朵的香氣我的心情隨日放鬆了下來李明最喜歡睡一座溫馨的小別墅門前有一個小小花園你面中著它精心照亮花朵我按下了門鈴不久我們就開了李明最喜歡睡一座夜夜我們用忘了一下它接過我手中餅乾廉生感謝我們坐在可行的沙發上聊起了各自的進況李明告訴我他最近開始學習願意還有我展示了他心中的幾株植物我則分享了工作室和學習上的一些趨勢和挑戰我們的話題條也從過去的回憶到未來的規劃時間放腐在這一個停止無消時我們平常李明親手做了麵條搭配我帶來的餅乾為了出乎一調的好午後我們一起在花園領散步討論著各種植物的生長習性習鄉習下我告別的李明踏上了回家的路雖然身體有些疲憊但心裡學生滿滿的溫暖和滿足這次辦法不僅讓我成功了就是了有情也讓我體驗了一次與怪的城市談現再回到地鐵上我已經開始期然下一次了相遇,Chinese,1
上学期我们学校就是北京山大学的举办了校长卑足球比赛这是一个院队之间的比赛我作为北京游颠大学国际学院的院队队长我带领球队一路国官展架获得了冠军其中最让我印象深刻的一张比赛是绝散比赛刚刚开始我们就由于防柔失务我先被对面进了一个后来又因为对面有一个感觉他是传球但是他失务了一角就掉向球门球是直上直下门降也就判断失务然后没有判断青球的距离也就落到球门里面就开场二分钟我们就对我两颗球大家就试弃不较低沉我作为队长我就大喊着鼓励队友让他们计辑一些就告诉他们这没有什么事咱们实力比他们强不用害怕所以在上半场快结束的时候然后我们获得了一个角球我发出了角球直接转向的球虽然也有一些运气原因但是转向球门然后我们上半场以二比一的结束二比一的比一分结束上半场然后到了下半场我们就越占越勇然后因为我们争起实力更强然后加上我们追回来一颗球就像当日吹起了反击的号角我们下半场先是对面的一次犯规我们获得了点球点球打进然后之后又在一次混战中我们的传终然后造了对面一个乌龙球加上最后我又在边路连过两人然后内切设门打入私角就是肺肥非常非常激动虽然已经过去了半年但是我想起来现在想起来依然发生在昨天地上最终我们是4比2的比分战胜的对手然后获得了校长辈的冠军这也是我除了高中班塞冠军一外的第二冠军然后同样的也是那个队长的身份我感觉我非常非常开心然后这次全程参与到了比赛并且被球队做出了非常非常大的贡献然后我们国院也展现出了非常团结的一面我们就战胜了其他队一路批击经战机过关战价然后没有输一场比赛以全胜的战机获得了冠军,Chinese,0
"As I stepped into the old bookshop, the scent of age paper and leather beauty enveloped me like a warm hug. I have visited this place countless times as a child, often dragging my mother alone, lost in the world of stories. Today I was returning alone, searching for a piece of my past. The shopkeeper, Mr. Wong, was still there. His silver hair and gentle smile unchanged. He looks up from behind the counter. His eyes lighting up. Ah, I remember you. You used to come in with your mother, always looking for the venture stories. I know it. A wave just floating over me. I'm looking for something special today, I said. My voice trembling slightly. Something to remind me about her. Mr. Wong's expression softened. He guided me to the corner, filled with forgots and tails. Lastly, browsed, he shared stories about each book's journey. I felt with joy, remembering my mother's love to her, as he reached me in his very shop. Finally, I found it, worn copy of the adventure of Tom Sawyer. It was the last book she reached to me before she passed away. Here's Bream, be my eyes, as I held it to close, as I held it close. Thank you, Mr. Wong, I whispered. His smile knowingly, books have a way of keeping memories alive. As I left, the weight of sadness lives it slightly, replaced by the worms of cherished memories. I knew I would return carrying part of her with me.",English,0
"Back in 2021, my family and I went to San Yang. As soon as I arrived at the hotel, I couldn't wait to rush to the seaside. Because our hotel was beside the beach, so I can quickly run to the seaside in my swimming tracks. Looking at the spanking sea, I couldn't help shouting and coming. With excitement, I jumped into the water, feeling the cold sea water and basing in the sunshad. My stress was reduced instantly. After swimming in the sea for well, I saw someone playing sea motor near me, watching them traveling one by one on the sea. And it drives my interest. With the nervous and excited feeling, I caught on the jet, on the gardens of the stuff. After several attempts, I quietly left from the rescue and skills. Then I started to light myself up and drove at full speed on the sea. When I was having a good time, I accidentally opened the motor and fell into sea. The cold water woke me up. And under the gullness of my coach, I drove slowly back to the shore. But this later accident didn't affect my happy mood at all. I was really happy during this trip to San Yang. I wanted to back to San Yang more than ever.",English,0
"In 2017, I visited Paris. It was a city I always wanted to see. I arrived earlier in the morning and the airport. And when I went straight to my hometown near Péthatore, I was so excited that I decided to start exploring right way. The first place I went to was the Péthatore. It was still morning. So there were not too many people. I took my time to look at the swamp from the ground before taking the elevator up. When I reached the top, the view was amazing. I could see the Hosey with the scenery and all the busy streets. I stayed here for a long time throughout the lunar night. I was feeling so happy to be in Paris. The sun was shining and it felt like a dream come true. After visiting the Hosey, I walked to the Duan Museum. The museum is huge and I knew I would not be able to see everything in one day. So I chose a few famous pieces to see. The Mona Lisa was much smaller than I expected. But I was still so special to see it in real life. I also loved the winter victory and other things. Walking through the museum felt like I was traveling back in time. Sounded by so many people for an old scene.",English,1
"It was, it was a time I back to two souls and then 14 and it has been years since we came all together with my family. We go to a renewing and ask the lakeside cabin and then I remember the lake was surrounded by towering pines. We have been years to reunion together. I fell and make sure of joy and anxiety in the air. We still come next to it as we once did. This is sun dipped by the horizon, casting the golden hue over the lake. We share stories and memories around the fire. My cousin Sarah, always the drunk teller, had everyone in the switch with her impressions. I felt the worms of bellowing wash over me, laughter echoing into the night. Yet I missed the drawer I noticed my uncle sitting quietly on the edge of the dark, staring into the water. He had lost his wife a year ago. And though she's his my old times, the sand as in his eyes was palpable. I felt pound of sorrow for him knowing how difficult it was to navigate leaves of grief. Gathering my courage, I walked over and said behind him. Hey Uncle Tom, want to talk? I asked gently. He looked at me. Surprise flicking in his eyes. We spoke about Sunday May, sharing stories that made us smile and cry. In that moment I felt a connection deeper than he'll after share around life. Loving loss. It was a reminder that family balance can heal even the most profound wants.",English,0
"As the autumn leaves begin to turn golden and crisp, I found myself filled with a sudden urge to revisit my past. It has had been years since I had graduated from elementary school, but the memories of my teacher and classmates still line at warmly in my heart. Among them Mrs. Don, my first great teacher, held a special place. She was not just a teacher, she was a monitor, a guide and a friend. Her patience and kindness had natured my love for learning and shaped my character. With each passing day in college, I realized more and more how much she had influenced me. When sunny afternoon, I decided to take a trip back to my old elementary school. The familiar gaze and playground greeted me with a sense of noise clear. Walking down the corridor, I could almost hear the echoes of my childhood laughter and the sound of me stones. Gentle voice guiding us through lessons. When I reached her classroom, I hesitated for a moment wondering if she would remember me, taking a deep breath and knocked on the door. To my delight, Mrs. Don's face leaped up with recognition and warmth as she opened it. Oh, as you, she exclaimed her eyes twinkling with dry. How have you been? Come in, come in. We set down in a classroom surrounded by the same desk and chairs that had once held our youngful dreams. Mrs. Don asked me about my college life, my major and my future plans. I shared with her of my experience, my achievements and even my struggles. She listened intently, offering words of wisdom and encouragement as always. As we talked, I noticed how little she had had changed. Her smile was still as bright, her eyes still as kind, and her passion for teaching still as pruning. It was as if time has stood still in her classroom, persevering the warmth and love that she had always gave us. Before I left, Mrs. Don handed me a small book filled with notes and messages she had written for me. This is for you, she said softly. Remember, no matter where you are, or where you are, always stay true to yourself and keep pushing your dreams. Well, it really impressed me a lot and that's my story.",English,1
